slug,title,author,isbn,status,first_published,date_updated,notes
the-lerouge-case,The Lerouge Case,Emile Gaboriau,9783368624538,read,2023,,
the-liberal-imagination,The Liberal Imagination,Lionel Trilling,,read,1950,,
the-liberty-of-ancients-compared-with-that-of-moderns,The Liberty of Ancients Compared with That of Moderns,Benjamin Constant,9787208047006,want,2020,,
the-lies-of-locke-lamora,The Lies of Locke Lamora,Scott Lynch,9780553588941,read,2001,,
the-lies-that-bind,The Lies That Bind,Kwame Anthony Appiah,9781631493843,want,2018,,
the-life-and-adventures-of-robinson-crusoe,The Life and Adventures of Robinson Crusoe,Daniel Defoe,154075037X,read,2016,,
the-life-and-opinions-of-the-tomcat-murr,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann,9786558943389,want,2024,,
the-life-and-opinions-of-tristram-shandy-gentleman,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,9780312075668,read,1760,,
the-life-divine,The Life Divine,Sri Aurobindo,,read,1939,,
the-life-engineered,The Life Engineered,JF Dubeau,9781941758601,read,2016,,
the-life-of-buffalo-bill,The Life of Buffalo Bill,William F. Cody,9781419169601,read,,,
the-life-of-teresa-of-jesus,The Life of Teresa of Jesus,Teresa of Ávila,9780486119144,read,1904,,
the-light-fantastic,The Light Fantastic,Terry Pratchett,9780061020704,read,2000,,
the-likeness,The Likeness,Tana French,0670018864,want,2008,,
the-linux-command-line,The Linux Command Line,"William E. Shotts, Jr.",9781593273897,read,2012,,
the-linux-programming-interface,The Linux Programming Interface,Michael Kerrisk,9781593272203,read,2010,,
the-lion-the-witch-and-the-wardrobe,"The Lion, the Witch and the Wardrobe",C.S. Lewis,0064471047,read,1950,,
the-lions-of-al-rassan,The Lions of Al-Rassan,Guy Gavriel Kay,9780062230300,read,1995,,
the-little-demon,The Little Demon,Fyodor Sologub,9780141392943,read,2013,,
the-little-prince,The Little Prince,Antoine de Saint-Exupéry,9780786275380,read,1943,,
the-little-white-bird,The Little White Bird,J. M. Barrie,1540333655,read,2016,,
the-lives-and-opinions-of-eminent-philosophers,The Lives and Opinions of Eminent Philosophers,Diogenes Laërtius,9781110299355,read,1853,,
the-lives-of-the-caesars,The Lives of the Caesars,Suetonius,9780698406650,read,2025,,
the-lodger,The Lodger,Marie Belloc Lowndes,1542850371,read,2017,,
the-logic-of-collective-action,The Logic of Collective Action,Mancur Olson,0674537513,read,1965,,
the-logic-of-scientific-discovery,The Logic of Scientific Discovery,Karl Popper,0415278449,read,1935,,
the-logical-structure-of-the-world,The Logical Structure of the World,Rudolf Carnap,0812695232,read,1967,,
the-long-goodbye,The Long Goodbye,Raymond Chandler,9780394757681,read,1953,,
the-long-way-to-a-small-angry-planet,The Long Way to a Small Angry Planet,Becky Chambers,9787555027706,read,2014,,
the-lord-of-the-rings,The Lord of the Rings,J.R.R. Tolkien,9781586637903,read,1954,,
the-lost-continent,The Lost Continent,Charles John Cutcliffe Wright Hyne,9781473216310,read,2015,,
the-lost-girl,The Lost Girl,Anne Ursu,1432876937,read,2020,,
the-lost-honour-of-katharina-blum,The Lost Honour of Katharina Blum,Heinrich Böll,9783462010336,read,1974,,
the-lost-world,The Lost World,Michael Crichton,034540288X,read,1995,,
the-lottery-and-other-stories,The Lottery and Other Stories,Shirley Jackson,9781429957847,want,2010,,
the-lower-depths,The Lower Depths,Maxim Gorky,9783962729516,read,1945,,
the-luck-of-barry-lyndon,The Luck of Barry Lyndon,William Makepeace Thackeray,9781727369632,read,1853,,
the-luzumiyat,The Luzumiyat,Abu al-ʻAlaʼ al-Maʻarri,,read,2024,,
the-magic-city,The Magic City,E. Nesbit,1587170256,read,2000,,
the-magic-lantern,The Magic Lantern,Timothy Garton Ash,0679740481,read,1990,,
the-magician,The Magician,Sol Stein,0595093167,read,2000,,
the-magician-king,The Magician King,Lev Grossman,9781101535530,want,2011,,
the-magicians,The Magicians,Lev Grossman,9780452296299,want,2009,,
the-magicians-land,The Magician's Land,Lev Grossman,9781101633533,want,2014,,
the-magicians-nephew,The Magician's Nephew,C.S. Lewis,0007126085,read,1997,,
the-magnificent-ambersons,The Magnificent Ambersons,V.F. Perkins,9781839020308,read,2019,,
the-mahabharata-including-the-bhagavad-gita,The Mahabharata (including the Bhagavad Gita),Vyasa (attributed),9781317849209,read,2014,,
the-maid-of-sker,The Maid of Sker,R D (Richard Doddridge) Blackmore,1013623703,read,2021,,
the-maids,The Maids,Jean Genet,9780802194305,read,1954,,
the-making-of-the-english-working-class,The Making of the English Working Class,E.P. Thompson,9798822513433,read,1963,,
the-makioka-sisters,The Makioka Sisters,Jun'ichirō Tanizaki,9780679761648,want,2024,,
the-maltese-falcon,The Maltese Falcon,Dashiell Hammett,9780593311905,read,1929,,
the-man-in-the-brown-suit,The Man in the Brown Suit,Agatha Christie,9783988289032,read,2023,,
the-man-in-the-high-castle,The Man in the High Castle,Philip K. Dick,9780547572482,read,1962,,
the-man-in-the-iron-mask,The Man in the Iron Mask,Alexandre Dumas,9781473376205,want,2016,,
the-man-in-the-queue,The Man in the Queue,Josephine Tey,9780099556725,read,2023,,
the-man-of-destiny,The Man of Destiny,George Bernard Shaw,9798640171013,read,2020,,
the-man-who-knew,The Man Who Knew,Edgar Wallace,9781499126068,read,2021,,
the-man-who-laughs,The Man Who Laughs,Victor Hugo,9781775452782,read,1869,,
the-man-who-was-thursday,The Man Who Was Thursday,Gilbert Keith Chesterton,0140183884,read,1986,,
the-man-without-qualities,The Man Without Qualities,Robert Musil,9781509818198,read,1979,,
the-managerial-revolution,The Managerial Revolution,James Burnham,1839013184,read,1941,,
the-manchurian-candidate,The Manchurian Candidate,Richard Condon,9781562870201,read,,,
the-map-of-love,The Map of Love,Ahdaf Soueif,9780747590026,read,1999,,
the-maracot-deep,The Maracot Deep,Arthur Conan Doyle,1447467701,read,2012,,
the-mark-of-zorro,The Mark of Zorro,Johnston McCulley,1609423666,read,2018,,
the-marriage-of-east-and-west,The Marriage of East and West,Bede Griffiths,9780972562713,read,1982,,
the-marriage-of-heaven-and-hell,The Marriage of Heaven and Hell,William Blake,9781776537136,read,1793,,
the-marrow-of-tradition,The Marrow of Tradition,Charles W. Chesnutt,9780393888287,read,2023,,
the-mars-room,The Mars Room,Rachel Kushner,9781476756585,want,2018,,
the-martian,The Martian,Andy Weir,9781410469571,read,,,
the-martian-chronicles,The Martian Chronicles,Ray Bradbury,9781451678192,read,1950,,
the-marvelous-land-of-oz,The Marvelous Land of Oz,L. Frank Baum,9783987442087,read,2022,,
the-masqueraders,The Masqueraders,Georgette Heyer,9781504082259,read,2024,,
the-master-and-margarita,The Master and Margarita,Mikhail Bulgakov,9781783193981,read,1967,,
the-master-of-ballantrae,The Master of Ballantrae,Robert Louis Stevenson,9781847678072,read,2009,,
the-master-of-go,The Master of Go,Yasunari Kawabata,9780679761068,read,1974,,
the-maxims-of-ptahhotep,The Maxims of Ptahhotep,Ptahhotep,9780533084234,read,,,
the-mayor-of-casterbridge,The Mayor of Casterbridge,Thomas Hardy,1853260983,read,1800,,
the-mediterranean-and-the-mediterranean-world-in-the-age-of-philip-ii,The Mediterranean and the Mediterranean World in the Age of Philip II,Fernand Braudel,0520203089,read,1975,,
the-melancholy-of-resistance,The Melancholy of Resistance,László Krasznahorkai,9780811220101,want,2012,,
the-melody-of-death,The Melody of Death,Edgar Wallace,9781677581641,read,1915,,
the-member-of-the-wedding,The Member of the Wedding,Carson McCullers,0395079810,read,1946,,
the-memoirs-of-sherlock-holmes,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,9781645177647,read,1970,,
the-memory-of-love,The Memory of Love,Aminatta Forna,9781408809655,want,2010,,
the-merchant-of-venice,The Merchant of Venice,William Shakespeare,9781411407282,read,1600,,
the-mercy-of-allah,The Mercy of Allah,Hilaire Belloc,9781417916115,read,2022,,
the-messy-alphabet-book,The Messy Alphabet Book,Sesame Workshop,149268046X,read,2019,,
the-middle-five,The Middle Five,Francis La Flesche,9791041805853,read,2023,,
the-middle-of-things,The Middle of Things,J. S. Fletcher,9781448213214,read,2013,,
the-middle-temple-murder,The Middle Temple Murder,Joseph Smith Fletcher,9781795329262,read,1919,,
the-midnight-guest,The Midnight Guest,Fred Merrick White,8826409676,read,2017,,
the-mill-on-the-floss,The Mill on the Floss,George Eliot,9780198707530,read,1800,,
the-mind-of-mr-j-g,The Mind of Mr. J. G,Edgar Wallace,9798621499600,read,1962,,
the-ministry-of-utmost-happiness,The Ministry of Utmost Happiness,Arundhati Roy,9781524733162,want,2017,,
the-mirror-and-the-lamp,The Mirror and the Lamp,M. H. Abrams,,read,1953,,
the-mirror-of-the-sea,The Mirror of the Sea,Joseph Conrad,1511594403,read,2015,,
the-mirror-the-light,The Mirror & the Light,Hilary Mantel,9780805096613,want,2020,,
the-misanthrope,The Misanthrope,Molière,9782253037927,read,1959,,
the-mismeasure-of-man,The Mismeasure of Man,Stephen Jay Gould,9780393314250,read,1981,,
the-missing-chums,The Missing Chums,Franklin W. Dixon,9780448489551,read,2024,,
the-mists-of-avalon,The Mists of Avalon,Marion Zimmer Bradley,9780345314529,read,1983,,
the-monk,The Monk,Matthew Lewis,9780199535682,read,2022,,
the-monster,The Monster,Edgar Saltus,9780404055417,read,2022,,
the-monster-baru-cormorant,The Monster Baru Cormorant,Seth Dickinson,9781466875135,want,2018,,
the-moon-and-sixpence,The Moon and Sixpence,W. Somerset Maugham,9781504062916,read,2020,,
the-moon-is-a-harsh-mistress,The Moon Is a Harsh Mistress,Robert A. Heinlein,9780440001355,read,1965,,
the-moons-of-jupiter,The Moons of Jupiter,Alice Munro,0140068414,read,1982,,
the-moonstone,The Moonstone,Wilkie Collins,9781551112435,read,1800,,
the-mote-in-gods-eye,The Mote in God's Eye,Larry Niven,9780860079064,read,1974,,
the-mother,The Mother,Grazia Deledda,9781432606886,read,1923,,
the-moviegoer,The Moviegoer,Walker Percy,9781453216255,read,1961,,
the-moving-target,The Moving Target,Ross Macdonald,9780375701467,read,1950,,
the-mucker,The Mucker,Edgar Rice Burroughs,9781612105390,read,2012,,
the-muqaddimah,The Muqaddimah,Ibn Khaldun,0691120544,read,1858,,
the-murder-of-roger-ackroyd,The Murder of Roger Ackroyd,Agatha Christie,9780671701185,read,1926,,
the-murder-on-the-links,The Murder on the Links,Agatha Christie,9783985948567,read,2021,,
the-mysteries-of-udolpho,The Mysteries of Udolpho,Ann Radcliffe,9781425046941,read,2006,,
the-mysterious-affair-at-styles,The Mysterious Affair at Styles,Agatha Christie,9780785294757,read,2022,,
the-mysterious-island,The Mysterious Island,Jules Verne,9780819574565,read,1895,,
the-mystery-of-a-hansom-cab,The Mystery of a Hansom Cab,F.W. Hume,9785873935994,read,1885,,
the-mystery-of-cabin-island,The Mystery of Cabin Island,Franklin W. Dixon,9791041828210,read,2023,,
the-mystery-of-orcival,The Mystery of Orcival,Emile Gaboriau,9789358595260,read,2023,,
the-mystery-of-the-blue-train,The Mystery of the Blue Train,Agatha Christie,9780060857660,read,2024,,
the-mystery-of-the-yellow-room,The Mystery of the Yellow Room,Gaston Leroux,1097197298,read,2019,,
the-mythical-man-month,The Mythical Man-Month,Fred Brooks,,read,1995,,
the-naked-sun,The Naked Sun,Isaac Asimov,0785773401,read,1954,,
the-name-of-the-rose,The Name of the Rose,Umberto Eco,0151446474,read,1983,,
the-name-of-the-wind,The Name of the Wind,Patrick Rothfuss,9781101147160,read,2007,,
the-napoleon-of-notting-hill,The Napoleon of Notting Hill,Gilbert Keith Chesterton,9781421843575,read,2007,,
the-narrative-of-arthur-gordon-pym,The Narrative of Arthur Gordon Pym,Edgar Allan Poe,2382745568,read,1838,,
the-narrative-of-arthur-gordon-pym-of-nantucket,The Narrative of Arthur Gordon Pym of Nantucket,Edgar Allan Poe,9788726644135,read,2021,,
the-narrow-corridor,The Narrow Corridor,Daron Acemoglu and James A. Robinson,9780735224391,read,2019,,
the-narrow-road-to-the-deep-north,The Narrow Road to the Deep North,Basho,0140441859,read,1966,,
the-national-being,The National Being,George William Russell,9783732668595,read,2018,,
the-natural,The Natural,Bernard Malamud,9780374219604,read,1952,,
the-natural-history-of-religion,The Natural History of Religion,David Hume,9798672085555,read,1759,,
the-nebuly-coat,The Nebuly Coat,J. Meade Falkner,9781609778330,read,2014,,
the-need-for-roots,The Need for Roots,Simone Weil,9781134488643,read,1971,,
the-new-fire,The New Fire,Ben Buchanan,9780262046541,read,2022,,
the-new-industrial-state,The New Industrial State,John Kenneth Galbraith,,read,1967,,
the-new-jim-crow,The New Jim Crow,Michelle Alexander,9781595585301,read,2010,,
the-new-organon,The New Organon,Francis Bacon,9783787307579,read,1620,,
the-new-testament,The New Testament,The New Testament,0830827463,read,1984,,
the-nibelungenlied,The Nibelungenlied,Edward Haymes,9783770533572,read,1986,,
the-nickel-boys,The Nickel Boys,Colson Whitehead,9780385537087,want,2019,,
the-night-land,The Night Land,William Hope Hodgson,1979682402,read,1976,,
the-nine-tailors,The Nine Tailors,Dorothy L. Sayers,0156658992,read,1934,,
the-nose,The Nose,Nikolai Gogol,9781612193182,read,2000,,
the-notebooks-of-malte-laurids-brigge,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,9780679732457,read,1910,,
the-obelisk-gate,The Obelisk Gate,N. K. Jemisin,9780356504896,read,2016,,
the-obscene-bird-of-night,The Obscene Bird of Night,José Donoso,9780811232234,want,2024,,
the-ocean-at-the-end-of-the-lane,The Ocean at the End of the Lane,Neil Gaiman,9789866026683,want,2013,,
the-old-curiosity-shop,The Old Curiosity Shop,Charles Dickens,9798653877605,read,2020,,
the-old-man-and-the-sea,The Old Man and the Sea,Ernest Hemingway,9781411403772,read,1952,,
the-old-man-in-the-corner,The Old Man in the Corner,Emmuska Orczy,1721016015,read,2018,,
the-old-regime-and-the-revolution,The Old Regime and the Revolution,Alexis de Tocqueville,0226805298,want,2013,,
the-old-wives-tale,The Old Wives' Tale,Arnold Bennett,9781425050719,read,2006,,
the-once-and-future-king,The Once and Future King,T.H. White,9780859913935,read,1939,,
the-opposing-shore,The Opposing Shore,Julien Gracq,9780231057882,read,1951,,
the-order-of-things,The Order of Things,Michel Foucault,9780415267366,read,2012,,
the-oresteia-of-aeschylus,The Oresteia of Aeschylus,Aeschylus,1462254799,read,2013,,
the-origin-and-goal-of-history,The Origin and Goal of History,Karl Jaspers,9781317832607,read,1953,,
the-origins-of-political-order,The Origins of Political Order,Francis Fukuyama,9781429958936,want,2011,,
the-origins-of-the-second-world-war,The Origins of the Second World War,A.J.P. Taylor,9780684829470,read,1961,,
the-other-wind,The Other Wind,Ursula K. Le Guin,9780547722436,read,2001,,
the-ottoman-empire-the-classical-age,The Ottoman Empire: The Classical Age,Halil Inalcik,1842124420,read,1973,,
the-outsider,The Outsider,Richard Wright,0061450170,read,1953,,
the-overcoat,The Overcoat,Nikolai Gogol,0573623880,read,1992,,
the-palace-of-dreams,The Palace of Dreams,Ismail Kadare,1559704160,read,1993,,
the-pandas-thumb,The Panda's Thumb,Stephen Jay Gould,9780393340839,read,1980,,
the-passion-according-to-g-h,The Passion According to G.H.,Clarice Lispector,9780811219686,want,2012,,
the-path-of-daggers,The Path of Daggers,Robert Jordan,9781250252098,read,,,
the-path-to-rome,The Path to Rome,Hilaire Belloc,9783965371460,read,2019,,
the-pathfinder,The Pathfinder,James Fenimore Cooper,9781775453758,read,1800,,
the-penguin-history-of-latin-america,The Penguin History of Latin America,Edwin Williamson,9780141937441,read,1992,,
the-periodic-table,The Periodic Table,Primo Levi,0805210415,read,1995,,
the-peripheral,The Peripheral,William Gibson,9780698170704,want,2014,,
the-perpetual-curate,The Perpetual Curate,Margaret Oliphant,9782322535385,read,2025,,
the-phantom-of-the-opera,The Phantom of the Opera,Gaston Leroux,9780486118628,read,2012,,
the-phoenix-and-the-carpet,The Phoenix and the Carpet,E. Nesbit,1976559383,read,2017,,
the-piano-lesson,The Piano Lesson,August Wilson,9780452265349,read,1990,,
the-pickwick-papers,The Pickwick Papers,Charles Dickens,9781102002369,read,2018,,
the-picture-of-dorian-gray,The Picture of Dorian Gray,Oscar Wilde,9780375751516,read,1998,,
the-pilgrim-kamanita,The Pilgrim Kamanita,Karl Gjellerup,9781016966993,read,1999,,
the-pilgrims-progress,The Pilgrim's Progress,John Bunyan,9789711800000,read,1678,,
the-pillow-book,The Pillow Book,Sei Shōnagon,9780141906942,read,1967,,
the-pit-prop-syndicate,The Pit-Prop Syndicate,Freeman Wills Crofts,9783988267597,read,1922,,
the-plague,The Plague,Albert Camus,9798651112913,read,2004,,
the-plastic-age,The Plastic Age,Percy Marks,9798736966851,read,1970,,
the-pleasure-of-the-text,The Pleasure of the Text,Roland Barthes,9780374521608,read,1975,,
the-plot-against-america,The Plot Against America,Philip Roth,9781400079490,read,2004,,
the-poems-of-dylan-thomas,The Poems of Dylan Thomas,Dylan Thomas,9780811223089,read,1953,,
the-poetic-edda,The Poetic Edda,Various (Old Norse),9780141956664,read,,,
the-poetics-of-space,The Poetics of Space,Gaston Bachelard,9780143107521,read,1964,,
the-poisoned-chocolates-case,The Poisoned Chocolates Case,Anthony Berkeley,9781842622179,read,2025,,
the-poppy-war,The Poppy War,R.F. Kuang,0008239800,want,2018,,
the-portrait-of-a-lady,The Portrait of a Lady,Henry James,198179526X,read,2017,,
the-posthumous-memoirs-of-br-s-cubas,The Posthumous Memoirs of Brás Cubas,Machado de Assis,9786561332385,want,2020,,
the-postmodern-condition,The Postmodern Condition,Jean-François Lyotard,9780719014505,read,1979,,
the-pothunters,The Pothunters,Pelham Grenville Wodehouse,9781442931848,read,2009,,
the-poverty-of-historicism,The Poverty of Historicism,Karl Popper,9780415278454,read,1956,,
the-power-broker,The Power Broker,Robert Caro,9780593802465,read,1974,,
the-practice-and-theory-of-bolshevism,The Practice and Theory of Bolshevism,Bertrand Russell,9781531263416,read,2018,,
the-practice-of-network-security-monitoring,The Practice of Network Security Monitoring,Richard Bejtlich,9781593275341,read,2013,,
the-practice-of-programming,The Practice of Programming,Brian W. Kernighan and Rob Pike,0133133443,read,1999,,
the-pragmatic-programmer,The Pragmatic Programmer,Andrew Hunt and David Thomas,9780132119177,read,1999,,
the-pragmatic-programmer-2,The Pragmatic Programmer,David Thomas and Andrew Hunt,9780132119177,read,1999,,
the-precipice,The Precipice,Toby Ord,9781664488915,read,2020,,
the-prelude,The Prelude,William Wordsworth,9781414230849,read,1850,,
the-prestige,The Prestige,Christopher Priest,0765356171,read,1901,,
the-price-of-inequality,The Price of Inequality,Joseph Stiglitz,9780393088694,read,2013,,
the-prime-minister,The Prime Minister,Anthony Trollope,9791041806201,read,2023,,
the-prince-2,The Prince,Niccolò Machiavelli,0226500438,read,1515,,
the-prince-and-the-pauper,The Prince and the Pauper,Mark Twain,9780520949584,read,2011,,
the-princess-and-the-goblin,The Princess and the Goblin,George MacDonald,9798642299869,read,1872,,
the-princess-bride,The Princess Bride,William Goldman,9780156035156,read,1973,,
the-princeton-companion-to-mathematics,The Princeton Companion to Mathematics,Timothy Gowers,9781400830398,want,2008,,
the-priory-of-the-orange-tree,The Priory of the Orange Tree,Samantha Shannon,9781635570281,want,2018,,
the-prisoner,The Prisoner,Marcel Proust,9781517131340,read,2003,,
the-prisoner-of-zenda,The Prisoner of Zenda,Anthony Hope,9781425001902,read,2006,,
the-private-memoirs-and-confessions-of-a-justified-sinner,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1590170253,read,2002,,
the-private-papers-of-henry-ryecroft,The Private Papers of Henry Ryecroft,George Gissing,1986931536,read,2018,,
the-production-of-space,The Production of Space,Henri Lefebvre,0631181776,read,1992,,
the-professor,The Professor,Charlotte Brontë,1548294144,read,1856,,
the-professors-house,The Professor's House,Willa Cather,9783985311125,read,1925,,
the-protection-of-information-in-computer-systems,The Protection of Information in Computer Systems,Saltzer and Schroeder,9780071836012,read,2016,,
the-psychoanalysis-of-fire,The Psychoanalysis of Fire,Gaston Bachelard,0807064610,read,1964,,
the-psychology-of-computer-programming,The Psychology of Computer Programming,Gerald Weinberg,9780442207649,read,1971,,
the-public-and-its-problems,The Public and Its Problems,John Dewey,9780804011662,read,2023,,
the-puppet-masters,The Puppet Masters,Robert A. Heinlein,1649731744,read,1951,,
the-purple-land,The Purple Land,W. Hudson,1492148822,read,2013,,
the-puzzle-palace,The Puzzle Palace,James Bamford,9780140067484,read,1982,,
the-quantum-rose,The Quantum Rose,Catherine Asaro,9780312890629,read,2000,,
the-quantum-thief,The Quantum Thief,Hannu Rajaniemi,0765367661,read,,,
the-queen-of-attolia,The Queen of Attolia,Megan Whalen Turner,0606223134,read,2000,,
the-queen-of-spades,The Queen of Spades,Aleksandr Pushkin,9781169187818,read,1928,,
the-question-concerning-technology,The Question Concerning Technology,Martin Heidegger,9780061319693,read,1977,,
the-quran,The Qur'an,The Qur'an,9780190867683,want,2019,,
the-railway-children,The Railway Children,E. Nesbit,9780804153850,read,2014,,
the-rainbow,The Rainbow,D.H. Lawrence,9781410356208,read,1915,,
the-ramayana,The Ramayana,Valmiki (attributed),9788171102822,read,,,
the-rapture-of-the-nerds,The Rapture of the Nerds,"Cory Doctorow, Charles Stross",9781429944915,read,2012,,
the-ravishing-of-lol-stein,The Ravishing of Lol Stein,Marguerite Duras,9780394743042,read,1964,,
the-real-cool-killers,The Real Cool Killers,Chester Himes,9780586027981,read,1969,,
the-real-internet-of-things,The Real Internet of Things,Daniel Miessler,1545327122,read,2017,,
the-rebel,The Rebel,Albert Camus,9780679733843,read,1953,,
the-rector-and-the-doctor-s-family,The Rector and The Doctor's Family,Mrs. Oliphant (Margaret),9781473323728,read,1863,,
the-red-and-the-black,The Red and the Black,Stendhal,9780812972078,want,2017,,
the-red-badge-of-courage,The Red Badge of Courage,Stephen Crane,0835900320,read,1999,,
the-red-house-mystery,The Red House Mystery,A. A. Milne,9781681950600,read,2015,,
the-red-room,The Red Room,H.G. Wells,1849029598,read,2009,,
the-rediscovery-of-man,The Rediscovery of Man,Cordwainer Smith,9780575108615,read,1988,,
the-religion-of-nature-delineated,The Religion of Nature Delineated,William Wollaston,9782382743393,read,2022,,
the-remains-of-the-day,The Remains of the Day,Kazuo Ishiguro,9780571249350,read,1989,,
the-republic-of-thieves,The Republic of Thieves,Scott Lynch,9780593984666,want,2010,,
the-resistible-rise-of-arturo-ui,The Resistible Rise of Arturo Ui,Bertolt Brecht,9780413478108,read,1941,,
the-restaurant-at-the-end-of-the-universe,The Restaurant at the End of the Universe,Douglas Adams,9780297786566,read,,,
the-return,The Return,Canada. Parliament. House of Commons,9780659025944,read,1918,,
the-return-of-martin-guerre,The Return of Martin Guerre,Natalie Zemon Davis,0674766911,read,1982,,
the-return-of-sherlock-holmes,The Return of Sherlock Holmes,Arthur Conan Doyle,1521093377,read,1903,,
the-return-of-tarzan,The Return of Tarzan,Edgar Rice Burroughs,1449979467,read,2010,,
the-return-of-the-native,The Return of the Native,Thomas Hardy,9780679417309,read,1878,,
the-revolt-of-the-masses,The Revolt of the Masses,José Ortega y Gasset,9780043230114,want,2021,,
the-revolution-in-tanner-s-lane,The Revolution in Tanner's Lane,Mark Rutherford,9783962724078,read,2018,,
the-rhetoric-of-economics,The Rhetoric of Economics,Deirdre McCloskey,9780299103804,read,1982,,
the-rhetoric-of-fiction,The Rhetoric of Fiction,Wayne C. Booth,0226065774,read,1961,,
the-rhetoric-of-reaction,The Rhetoric of Reaction,Albert O. Hirschman,9780674417786,read,1991,,
the-riddle-of-the-sands,The Riddle of the Sands,Erskine Childers,9780679507727,read,2023,,
the-rime-of-the-ancient-mariner,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,9780304356171,read,1827,,
the-ring-and-the-book,The Ring and the Book,Robert Browning,9780395184851,read,1868,,
the-rings-of-saturn,The Rings of Saturn,W.G. Sebald,9780811221306,want,2016,,
the-rise-of-silas-lapham,The Rise of Silas Lapham,William Dean Howells,0140390308,read,1986,,
the-rise-of-the-west,The Rise of the West,William H. McNeill,9780226561615,read,1963,,
the-river-between,The River Between,Ngũgĩ wa Thiong'o,9780698166776,read,1965,,
the-road,The Road,Cormac McCarthy,9780307386458,read,2006,,
the-road-to-serfdom,The Road to Serfdom,Friedrich Hayek,0415253896,read,1944,,
the-road-to-unfreedom,The Road to Unfreedom,Timothy Snyder,9780525574460,want,2018,,
the-robots-of-dawn,The Robots of Dawn,Isaac Asimov,9780553299496,read,1983,,
the-roman-triumph,The Roman Triumph,Mary Beard,9780674252318,want,2007,,
the-rosy-crucifixion,The Rosy Crucifixion,Henry Miller,9783499146121,read,1949,,
the-rough-riders,The Rough Riders,Theodore Roosevelt,9780679641865,read,2000,,
the-round-house,The Round House,Louise Erdrich,0606317759,want,2012,,
the-rover,The Rover,Aphra Behn,0803253508,read,1709,,
the-rub-iy-t-of-omar-khayy-m,The Rubáiyát of Omar Khayyám,Omar Khayyam,0785826114,read,2010,,
the-rum-diary,The Rum Diary,Hunter S. Thompson,9780786144358,read,,,
the-sacred-and-the-profane,The Sacred and the Profane,Mircea Eliade,015679201X,read,1959,,
the-sacred-wood,The Sacred Wood,T.S. Eliot,9781584726708,read,1934,,
the-sailor-on-the-seas-of-fate,The Sailor on the Seas of Fate,Michael Moorcock,9780879977146,read,1976,,
the-sailor-who-fell-from-grace-with-the-sea,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,9798223547358,read,1990,,
the-salt-eaters,The Salt Eaters,Toni Cade Bambara,9780679740766,read,1980,,
the-sand-child,The Sand Child,Tahar Ben Jelloun,0704326884,read,1987,,
the-sandman,The Sandman,E.T.A. Hoffmann,9786558947820,want,2017,,
the-satanic-verses,The Satanic Verses,Salman Rushdie,9780670825370,read,1988,,
the-satin-slipper,The Satin Slipper,Paul Claudel,,read,1929,,
the-savage-detectives,The Savage Detectives,Roberto Bolaño,1447202856,want,2012,,
the-scar,The Scar,China Miéville,9780345454898,read,2002,,
the-scarlet-letter,The Scarlet Letter,"Nathaniel Hawthorne, Halsted Welles",0871299216,read,1972,,
the-scarlet-pimpernel,The Scarlet Pimpernel,Baroness Orczy,1500556203,read,2014,,
the-school-for-scandal,The School for Scandal,Richard B. Sheridan,0573013985,read,1963,,
the-school-for-wives,The School for Wives,Molière,0822209993,read,1960,,
the-scorpio-races,The Scorpio Races,Maggie Stiefvater,9781407130132,want,2011,,
the-screwtape-letters,The Screwtape Letters,C.S. Lewis,9798404017427,read,2003,,
the-sea-around-us,The Sea Around Us,Rachel Carson,0195069978,read,1950,,
the-sea-hawk,The Sea Hawk,Rafael Sabatini,9781678137915,read,1972,,
the-sea-mystery,The Sea Mystery,Freeman Wills Crofts,9781504082242,read,1948,,
the-sea-wolf,The Sea-Wolf,Jack London,0451515528,read,1964,,
the-seagull,The Seagull,Anton Chekhov,057130723X,read,1954,,
the-second-sex,The Second Sex,Simone de Beauvoir,9781473521919,read,1963,,
the-secret-adversary,The Secret Adversary,Agatha Christie,9786257120104,read,2023,,
the-secret-agent,The Secret Agent,Joseph Conrad,1904919472,read,1907,,
the-secret-city,The Secret City,Chuck Kelly,0692364889,read,2015,,
the-secret-garden,The Secret Garden,Frances Hodgson Burnett,9780694011100,read,1985,,
the-secret-glory,The Secret Glory,Arthur Machen,1979960410,read,2017,,
the-secret-history,The Secret History,Donna Tartt,9781400031702,read,2004,,
the-secret-house,The Secret House,David Bodanis,0671657186,read,1988,,
the-secret-of-chimneys,The Secret of Chimneys,Agatha Christie,9798589754896,read,2024,,
the-secret-of-father-brown,The Secret of Father Brown,Gilbert Keith Chesterton,9798751725112,read,1927,,
the-secret-of-sarek,The Secret of Sarek,Maurice Leblanc,9781070603681,read,2015,,
the-secret-of-the-caves,The Secret of the Caves,Franklin W. Dixon,0006923542,read,1964,,
the-secret-of-the-old-mill,The Secret of the Old Mill,Enid Blyton,9781444927702,read,1948,,
